video,prompt,negative_prompt
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000338.mp4,"A video showing the process of folding a towel, demonstration 339",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000339.mp4,"A video showing the process of folding a towel, demonstration 340",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000340.mp4,"A video showing the process of folding a towel, demonstration 341",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000341.mp4,"A video showing the process of folding a towel, demonstration 342",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000342.mp4,"A video showing the process of folding a towel, demonstration 343",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000343.mp4,"A video showing the process of folding a towel, demonstration 344",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000344.mp4,"A video showing the process of folding a towel, demonstration 345",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000345.mp4,"A video showing the process of folding a towel, demonstration 346",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000346.mp4,"A video showing the process of folding a towel, demonstration 347",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000347.mp4,"A video showing the process of folding a towel, demonstration 348",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000348.mp4,"A video showing the process of folding a towel, demonstration 349",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000349.mp4,"A video showing the process of folding a towel, demonstration 350",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000350.mp4,"A video showing the process of folding a towel, demonstration 351",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000351.mp4,"A video showing the process of folding a towel, demonstration 352",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000352.mp4,"A video showing the process of folding a towel, demonstration 353",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000353.mp4,"A video showing the process of folding a towel, demonstration 354",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000354.mp4,"A video showing the process of folding a towel, demonstration 355",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000355.mp4,"A video showing the process of folding a towel, demonstration 356",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000356.mp4,"A video showing the process of folding a towel, demonstration 357",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000357.mp4,"A video showing the process of folding a towel, demonstration 358",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000358.mp4,"A video showing the process of folding a towel, demonstration 359",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000359.mp4,"A video showing the process of folding a towel, demonstration 360",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000360.mp4,"A video showing the process of folding a towel, demonstration 361",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000361.mp4,"A video showing the process of folding a towel, demonstration 362",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000362.mp4,"A video showing the process of folding a towel, demonstration 363",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000363.mp4,"A video showing the process of folding a towel, demonstration 364",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000364.mp4,"A video showing the process of folding a towel, demonstration 365",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000365.mp4,"A video showing the process of folding a towel, demonstration 366",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000366.mp4,"A video showing the process of folding a towel, demonstration 367",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000367.mp4,"A video showing the process of folding a towel, demonstration 368",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000368.mp4,"A video showing the process of folding a towel, demonstration 369",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000369.mp4,"A video showing the process of folding a towel, demonstration 370",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000370.mp4,"A video showing the process of folding a towel, demonstration 371",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000371.mp4,"A video showing the process of folding a towel, demonstration 372",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000372.mp4,"A video showing the process of folding a towel, demonstration 373",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000373.mp4,"A video showing the process of folding a towel, demonstration 374",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000374.mp4,"A video showing the process of folding a towel, demonstration 375",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000375.mp4,"A video showing the process of folding a towel, demonstration 376",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000376.mp4,"A video showing the process of folding a towel, demonstration 377",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000377.mp4,"A video showing the process of folding a towel, demonstration 378",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000378.mp4,"A video showing the process of folding a towel, demonstration 379",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000379.mp4,"A video showing the process of folding a towel, demonstration 380",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000380.mp4,"A video showing the process of folding a towel, demonstration 381",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000381.mp4,"A video showing the process of folding a towel, demonstration 382",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000382.mp4,"A video showing the process of folding a towel, demonstration 383",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000383.mp4,"A video showing the process of folding a towel, demonstration 384",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000384.mp4,"A video showing the process of folding a towel, demonstration 385",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000385.mp4,"A video showing the process of folding a towel, demonstration 386",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000386.mp4,"A video showing the process of folding a towel, demonstration 387",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000387.mp4,"A video showing the process of folding a towel, demonstration 388",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000388.mp4,"A video showing the process of folding a towel, demonstration 389",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000389.mp4,"A video showing the process of folding a towel, demonstration 390",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000390.mp4,"A video showing the process of folding a towel, demonstration 391",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000391.mp4,"A video showing the process of folding a towel, demonstration 392",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000392.mp4,"A video showing the process of folding a towel, demonstration 393",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000393.mp4,"A video showing the process of folding a towel, demonstration 394",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000394.mp4,"A video showing the process of folding a towel, demonstration 395",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000395.mp4,"A video showing the process of folding a towel, demonstration 396",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000396.mp4,"A video showing the process of folding a towel, demonstration 397",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000397.mp4,"A video showing the process of folding a towel, demonstration 398",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000398.mp4,"A video showing the process of folding a towel, demonstration 399",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000399.mp4,"A video showing the process of folding a towel, demonstration 400",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000400.mp4,"A video showing the process of folding a towel, demonstration 401",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000401.mp4,"A video showing the process of folding a towel, demonstration 402",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000402.mp4,"A video showing the process of folding a towel, demonstration 403",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000403.mp4,"A video showing the process of folding a towel, demonstration 404",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000404.mp4,"A video showing the process of folding a towel, demonstration 405",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000405.mp4,"A video showing the process of folding a towel, demonstration 406",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000406.mp4,"A video showing the process of folding a towel, demonstration 407",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000407.mp4,"A video showing the process of folding a towel, demonstration 408",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000408.mp4,"A video showing the process of folding a towel, demonstration 409",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000409.mp4,"A video showing the process of folding a towel, demonstration 410",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000410.mp4,"A video showing the process of folding a towel, demonstration 411",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000411.mp4,"A video showing the process of folding a towel, demonstration 412",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000412.mp4,"A video showing the process of folding a towel, demonstration 413",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000413.mp4,"A video showing the process of folding a towel, demonstration 414",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000414.mp4,"A video showing the process of folding a towel, demonstration 415",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000415.mp4,"A video showing the process of folding a towel, demonstration 416",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000416.mp4,"A video showing the process of folding a towel, demonstration 417",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000417.mp4,"A video showing the process of folding a towel, demonstration 418",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000418.mp4,"A video showing the process of folding a towel, demonstration 419",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000419.mp4,"A video showing the process of folding a towel, demonstration 420",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000420.mp4,"A video showing the process of folding a towel, demonstration 421",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000421.mp4,"A video showing the process of folding a towel, demonstration 422",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000422.mp4,"A video showing the process of folding a towel, demonstration 423",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000423.mp4,"A video showing the process of folding a towel, demonstration 424",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000424.mp4,"A video showing the process of folding a towel, demonstration 425",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000425.mp4,"A video showing the process of folding a towel, demonstration 426",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000426.mp4,"A video showing the process of folding a towel, demonstration 427",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000427.mp4,"A video showing the process of folding a towel, demonstration 428",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000428.mp4,"A video showing the process of folding a towel, demonstration 429",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000429.mp4,"A video showing the process of folding a towel, demonstration 430",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000430.mp4,"A video showing the process of folding a towel, demonstration 431",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000431.mp4,"A video showing the process of folding a towel, demonstration 432",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000432.mp4,"A video showing the process of folding a towel, demonstration 433",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000433.mp4,"A video showing the process of folding a towel, demonstration 434",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000434.mp4,"A video showing the process of folding a towel, demonstration 435",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000435.mp4,"A video showing the process of folding a towel, demonstration 436",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000436.mp4,"A video showing the process of folding a towel, demonstration 437",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000437.mp4,"A video showing the process of folding a towel, demonstration 438",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000438.mp4,"A video showing the process of folding a towel, demonstration 439",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000439.mp4,"A video showing the process of folding a towel, demonstration 440",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000440.mp4,"A video showing the process of folding a towel, demonstration 441",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000441.mp4,"A video showing the process of folding a towel, demonstration 442",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000442.mp4,"A video showing the process of folding a towel, demonstration 443",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000443.mp4,"A video showing the process of folding a towel, demonstration 444",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000444.mp4,"A video showing the process of folding a towel, demonstration 445",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000445.mp4,"A video showing the process of folding a towel, demonstration 446",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000446.mp4,"A video showing the process of folding a towel, demonstration 447",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000447.mp4,"A video showing the process of folding a towel, demonstration 448",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000448.mp4,"A video showing the process of folding a towel, demonstration 449",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000449.mp4,"A video showing the process of folding a towel, demonstration 450",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000450.mp4,"A video showing the process of folding a towel, demonstration 451",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000451.mp4,"A video showing the process of folding a towel, demonstration 452",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000452.mp4,"A video showing the process of folding a towel, demonstration 453",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000453.mp4,"A video showing the process of folding a towel, demonstration 454",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000454.mp4,"A video showing the process of folding a towel, demonstration 455",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000455.mp4,"A video showing the process of folding a towel, demonstration 456",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000456.mp4,"A video showing the process of folding a towel, demonstration 457",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000457.mp4,"A video showing the process of folding a towel, demonstration 458",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000458.mp4,"A video showing the process of folding a towel, demonstration 459",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000459.mp4,"A video showing the process of folding a towel, demonstration 460",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000460.mp4,"A video showing the process of folding a towel, demonstration 461",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000461.mp4,"A video showing the process of folding a towel, demonstration 462",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000462.mp4,"A video showing the process of folding a towel, demonstration 463",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000463.mp4,"A video showing the process of folding a towel, demonstration 464",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000464.mp4,"A video showing the process of folding a towel, demonstration 465",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000465.mp4,"A video showing the process of folding a towel, demonstration 466",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000466.mp4,"A video showing the process of folding a towel, demonstration 467",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000467.mp4,"A video showing the process of folding a towel, demonstration 468",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000468.mp4,"A video showing the process of folding a towel, demonstration 469",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000469.mp4,"A video showing the process of folding a towel, demonstration 470",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000470.mp4,"A video showing the process of folding a towel, demonstration 471",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000471.mp4,"A video showing the process of folding a towel, demonstration 472",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000472.mp4,"A video showing the process of folding a towel, demonstration 473",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000473.mp4,"A video showing the process of folding a towel, demonstration 474",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000474.mp4,"A video showing the process of folding a towel, demonstration 475",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000475.mp4,"A video showing the process of folding a towel, demonstration 476",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000476.mp4,"A video showing the process of folding a towel, demonstration 477",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000477.mp4,"A video showing the process of folding a towel, demonstration 478",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000478.mp4,"A video showing the process of folding a towel, demonstration 479",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000479.mp4,"A video showing the process of folding a towel, demonstration 480",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000480.mp4,"A video showing the process of folding a towel, demonstration 481",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000481.mp4,"A video showing the process of folding a towel, demonstration 482",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000482.mp4,"A video showing the process of folding a towel, demonstration 483",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000483.mp4,"A video showing the process of folding a towel, demonstration 484",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000484.mp4,"A video showing the process of folding a towel, demonstration 485",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000485.mp4,"A video showing the process of folding a towel, demonstration 486",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000486.mp4,"A video showing the process of folding a towel, demonstration 487",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000487.mp4,"A video showing the process of folding a towel, demonstration 488",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000488.mp4,"A video showing the process of folding a towel, demonstration 489",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000489.mp4,"A video showing the process of folding a towel, demonstration 490",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000490.mp4,"A video showing the process of folding a towel, demonstration 491",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000491.mp4,"A video showing the process of folding a towel, demonstration 492",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000492.mp4,"A video showing the process of folding a towel, demonstration 493",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000493.mp4,"A video showing the process of folding a towel, demonstration 494",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000494.mp4,"A video showing the process of folding a towel, demonstration 495",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000495.mp4,"A video showing the process of folding a towel, demonstration 496",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000496.mp4,"A video showing the process of folding a towel, demonstration 497",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000497.mp4,"A video showing the process of folding a towel, demonstration 498",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000498.mp4,"A video showing the process of folding a towel, demonstration 499",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_high/episode_000499.mp4,"A video showing the process of folding a towel, demonstration 500",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000000.mp4,"A video showing the process of folding a towel, demonstration 501",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000001.mp4,"A video showing the process of folding a towel, demonstration 502",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000002.mp4,"A video showing the process of folding a towel, demonstration 503",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000003.mp4,"A video showing the process of folding a towel, demonstration 504",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000004.mp4,"A video showing the process of folding a towel, demonstration 505",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000005.mp4,"A video showing the process of folding a towel, demonstration 506",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000006.mp4,"A video showing the process of folding a towel, demonstration 507",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000007.mp4,"A video showing the process of folding a towel, demonstration 508",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000008.mp4,"A video showing the process of folding a towel, demonstration 509",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000009.mp4,"A video showing the process of folding a towel, demonstration 510",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000010.mp4,"A video showing the process of folding a towel, demonstration 511",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000011.mp4,"A video showing the process of folding a towel, demonstration 512",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000012.mp4,"A video showing the process of folding a towel, demonstration 513",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000013.mp4,"A video showing the process of folding a towel, demonstration 514",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000014.mp4,"A video showing the process of folding a towel, demonstration 515",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000015.mp4,"A video showing the process of folding a towel, demonstration 516",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000016.mp4,"A video showing the process of folding a towel, demonstration 517",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000017.mp4,"A video showing the process of folding a towel, demonstration 518",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000018.mp4,"A video showing the process of folding a towel, demonstration 519",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000019.mp4,"A video showing the process of folding a towel, demonstration 520",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000020.mp4,"A video showing the process of folding a towel, demonstration 521",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000021.mp4,"A video showing the process of folding a towel, demonstration 522",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000022.mp4,"A video showing the process of folding a towel, demonstration 523",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000023.mp4,"A video showing the process of folding a towel, demonstration 524",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000024.mp4,"A video showing the process of folding a towel, demonstration 525",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000025.mp4,"A video showing the process of folding a towel, demonstration 526",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000026.mp4,"A video showing the process of folding a towel, demonstration 527",
/nyx-storage1/hanliu/fold_towel_new/videos/chunk-000/observation.images.cam_left_wrist/episode_000027.mp4,"A video showing the process of folding a towel, demonstration 528",
